,s2
10.103614564308883,0.7699970980860882
10.166762155335814,0.8087267641429051
10.229909746362743,0.844232608088355
10.293057337389675,0.8763730932132948
10.356204928416604,0.9050200981160189
10.419352519443535,0.9300594274317602
10.482500110470466,0.951391267048905
10.545647701497396,0.9689305819973191
10.608795292524327,0.9826074554226889
10.671942883551257,0.9923673672956078
10.735090474578188,0.9981714117444073
10.79823806560512,0.9999964521453725
10.861385656632049,0.9978352133521138
10.92453324765898,0.991696310696432
10.98768083868591,0.9816042156450808
11.05082842971284,0.9675991582493196
11.11397602073977,0.9497369667761297
11.177123611766701,0.9280888451603636
11.240271202793632,0.9027410891649797
11.303418793820562,0.8737947423808095
11.366566384847493,0.8413651934371675
11.429713975874423,0.8055817160289339
11.492861566901354,0.7665869535936747
11.556009157928285,0.7245363506930612
11.619156748955215,0.6795975333652585
11.682304339982146,0.6319496409183513
11.745451931009075,0.5817826118285234
11.808599522036006,0.5292964265895704
11.871747113062938,0.47470031053200135
11.934894704089867,0.4182118997894806
11.998042295116798,0.36005637373736604
12.061189886143728,0.30046555736167635
12.12433747717066,0.2396769971366739
12.18748506819759,0.17793301409494666
12.25063265922452,0.11547973786470156
12.313780250251451,0.052566125524846366
12.37692784127838,-0.010557030810941117
12.440075432305312,-0.07363810372515185
12.503223023332243,-0.13642563355712917
12.566370614359172,-0.1986693307950599
